iProfile,x,y,Biome,NPP,fBNPP,ANPP,SOC20,SOC40,SOC60,SOC80,SOC100,SOC150,SOC200,BNPP0.5.cm,BNPP5.10.cm,BNPP10.15.cm,BNPP15.20.cm,BNPP20.25.cm,BNPP25.30.cm,BNPP30.35.cm,BNPP35.40.cm,BNPP40.45.cm,BNPP45.50.cm,BNPP50.55.cm,BNPP55.60.cm,BNPP60.65.cm,BNPP65.70.cm,BNPP70.75.cm,BNPP75.80.cm,BNPP80.85.cm,BNPP85.90.cm,BNPP90.95.cm,BNPP95.100.cm,BNPP100.105.cm,BNPP105.110.cm,BNPP110.115.cm,BNPP115.120.cm,BNPP120.125.cm,BNPP125.130.cm,BNPP130.135.cm,BNPP135.140.cm,BNPP140.145.cm,BNPP145.150.cm,BNPP150.155.cm,BNPP155.160.cm,BNPP160.165.cm,BNPP165.170.cm,BNPP170.175.cm,BNPP175.180.cm,BNPP180.185.cm,BNPP185.190.cm,BNPP190.195.cm,BNPP195.200.cm
11,-66.19583379,56.96564953,6,182.9,0.302416859,127.5879565,14722.884,7132.864,3344.4256,3028.2006,1461.89,2930.028,1734.48,4.771400595,4.549218134,4.125051616,3.498901043,2.743217852,2.07535636,1.534835533,1.121655372,0.818909513,0.575878866,0.38334178,0.241298254,0.145370667,0.082426158,0.050076932,0.048322991,0.069160631,0.088578739,0.102211661,0.110059395,0.113322714,0.115603933,0.117558018,0.11918497,0.120484788,0.121457473,0.122103024,0.122421441,0.122412725,0.122076876,0.121499728,0.120938787,0.120440874,0.120005988,0.119634129,0.119325296,0.119079491,0.118896713,0.118776962,0.118722128
12,138.8791654,47.73231623,3,666.1,0.294274902,470.0834878,8027.2104,2208.2,1282.176,1004.032,969.696,1769.192,808.006,14.29143296,13.90071842,13.15480885,12.05370425,10.66778997,9.208222107,7.713392676,6.183301676,4.67887523,3.382891708,2.32858354,1.515950726,0.937127689,0.568517695,0.405830427,0.449065887,0.639700323,0.80216248,0.904530312,0.946803818,0.941395429,0.925542439,0.906015265,0.882813905,0.855938361,0.825388631,0.791164717,0.753266619,0.711694335,0.666447867,0.619403705,0.576191327,0.537834271,0.504332539,0.475686131,0.451895046,0.432959284,0.418878846,0.409653732,0.4054296
13,10.22916591,53.22398288,3,640.5,0.291484032,453.8044775,9995.8096,2794.338,1877.0424,1297.3788,1214.7672,2544.21,1860.99,34.80310904,32.18738071,27.19371754,19.82211952,11.22287641,4.846857476,1.321493484,0.646784436,2.043396803,3.173329998,3.611493004,3.357885822,2.59715638,1.883248463,1.316879124,0.898048362,0.622400012,0.476865577,0.459068967,0.569010182,0.770912762,0.957447326,1.109099439,1.225869103,1.307756318,1.354761083,1.366883398,1.344123264,1.28648068,1.193955647,1.076948526,0.966660404,0.868764206,0.783259932,0.710147581,0.649427155,0.601098652,0.565162073,0.541617418,0.530836444
14,8.570832579,40.4406496,5,1243.6,0.348655739,810.011723,5473.4592,2875.04,1915.2576,1424.291,1069.5632,1843.842,1978.2785,50,50,50,44.5586201,26.11960448,12.02708434,4.117743184,2.391581002,5.18281942,7.494123302,8.416886261,7.951108296,6.446030741,4.949377594,3.651644127,2.552830342,1.684100822,1.138949321,0.934374704,1.07037697,1.457600131,1.827976219,2.132765602,2.371968281,2.545584256,2.653613527,2.696056093,2.672911956,2.584181114,2.429863568,2.229081996,2.03920443,1.870661422,1.723452973,1.597579081,1.493039747,1.409834971,1.347964753,1.307429093,1.288868027
15,34.47083248,64.93231617,6,436.3,0.358214493,280.0110167,12568.2816,20470.8096,11848.7952,10973.9624,15215.3694,26587.932,24228.828,25.4483837,23.95025834,21.09020082,16.86821114,11.83513653,7.643518585,4.593819432,2.686039067,1.757672056,1.321202095,1.287989857,1.658035341,2.276678629,2.67993996,2.78345938,2.587236888,2.179220324,1.823253207,1.567307087,1.411381963,1.333381818,1.267018595,1.200239921,1.133045797,1.065436222,0.997411197,0.92897072,0.860114793,0.790843416,0.721156587,0.652687043,0.59033299,0.53498501,0.486643103,0.44530727,0.41097751,0.383653824,0.363336211,0.350024672,0.343929388
16,119.7208321,-24.43435014,8,54.3,0.482807159,28.08357127,1428.6636,973.3752,766.8384,668.4468,578.934,1182.384,953.414,0.891388178,0.963395344,1.100863569,1.303792853,1.528141553,1.641784737,1.620699689,1.464886409,1.208474669,0.953853783,0.71963999,0.505833289,0.326076225,0.221296431,0.198935295,0.258992817,0.37362232,0.459283773,0.50078808,0.49813524,0.461764378,0.422992869,0.38751478,0.355330111,0.326438863,0.300841035,0.278536628,0.259525641,0.243808075,0.231383929,0.221736772,0.213317312,0.205843858,0.199316412,0.193734972,0.189099538,0.185410112,0.182666692,0.18086928,0.180046254
17,76.77916564,12.42398304,9,350.9,0.42471756,201.8666082,4217.8136,1984.528,1506.2502,1156.4784,1004.3196,2250.504,1643.652,6.262814601,6.504733929,6.966579917,7.648352567,8.377961786,8.639137294,8.338011769,7.474585211,6.220437464,5.090308062,4.177786013,3.482871315,2.95663905,2.452314457,1.943211219,1.429329334,0.95746618,0.668013895,0.58649832,0.712919456,0.992890808,1.263252895,1.494340356,1.686153191,1.838691401,1.951954985,2.025943943,2.060658276,2.056097983,2.012263064,1.939535943,1.86906389,1.806510046,1.751874409,1.705156981,1.666357761,1.635476749,1.612513945,1.597469349,1.590580508
18,26.63749917,-10.91768353,2,698.8,0.285634804,499.198399,3373.412,1616.216,1099.2,972.591,804.3822,1401.975,1081.668,23.36182964,22.43447406,20.66406795,18.05061132,14.84505674,11.800262,9.053110318,6.6036017,4.543134818,3.14590569,2.46176814,2.490722165,3.019927216,3.410861639,3.547430586,3.429634058,3.132959736,2.88387066,2.72354193,2.651973546,2.644296651,2.625904676,2.58323279,2.516280994,2.425049287,2.309537669,2.169746141,2.005674702,1.817323352,1.604692092,1.378281131,1.169591101,0.984349389,0.822555995,0.684210919,0.569314161,0.477865721,0.409865599,0.365313794,0.344913758
19,21.86249919,-20.00101683,2,264.6,0.438934174,148.4580176,1086.21,757.1052,612.2688,458.304,388.5728,807.24,636.944,13.55273877,13.04942492,12.08855301,10.67012304,8.952256855,7.409319911,6.127560481,5.106978564,4.291033558,3.510103655,2.733348526,1.960768172,1.255643861,0.807819401,0.651811847,0.787621199,1.130158736,1.424158294,1.623207842,1.727307381,1.753565795,1.753309733,1.735871315,1.70125054,1.649447408,1.58046192,1.494294075,1.390943873,1.270411315,1.132696399,0.984949185,0.848619842,0.727608404,0.621914869,0.531539237,0.456481509,0.396741685,0.352319765,0.323215748,0.309889172
20,130.5124988,-23.06768348,8,89.4,0.428059807,51.13145325,4063.016,2757.4624,1348.2456,927.4888,643.356,1611.12,841.725,5.42957375,5.046974162,4.316556768,3.238321566,1.983834122,1.067791125,0.583773793,0.531782125,0.786843431,0.974039641,1.025203833,0.940336007,0.759967451,0.605692031,0.499617722,0.441744525,0.418819118,0.39108154,0.351302706,0.299482617,0.240757742,0.190537491,0.151623573,0.124015989,0.10771474,0.102719824,0.109031242,0.126648994,0.15557308,0.1958035,0.243743926,0.288605373,0.328426209,0.363206432,0.392946043,0.417645042,0.437303429,0.451921204,0.461498367,0.465883699
21,-107.1208336,67.29898282,7,91.3,0.462249107,49.09665653,3965.6512,1230.684,2770.7008,5056.8,2820.9436,8650.928,1438.56,3.613558946,3.447899297,3.131639968,2.664780958,2.100384795,1.597639057,1.185486942,0.863928448,0.624670999,0.442836858,0.313902802,0.23786883,0.202604268,0.171717086,0.138590555,0.103224672,0.069044253,0.046323742,0.036931219,0.040866683,0.054674557,0.067988106,0.07892247,0.087477648,0.093653641,0.097450448,0.098868069,0.097906505,0.094565755,0.088845819,0.081443066,0.074446595,0.068236245,0.062812016,0.058173906,0.054321917,0.051256048,0.048976299,0.047482671,0.046798746
22,-119.1708336,56.69898287,3,543.6,0.411522179,319.8965435,27268.384,27326.484,26296.002,23950.875,21709,44703.75,44042.965,38.6936501,36.67676507,32.82634822,27.14239952,20.28767578,14.25044738,9.392218016,5.712987698,3.137981117,1.442872347,0.586874859,0.569988651,1.15931588,1.656163011,1.933494856,1.991311416,1.881262738,1.758298961,1.650592838,1.55814437,1.477618979,1.399012932,1.320507366,1.242102284,1.163797684,1.085593567,1.007489932,0.92948678,0.85158411,0.773781924,0.697767772,0.628604312,0.567212028,0.513590919,0.467740985,0.429662226,0.399354643,0.376818235,0.362053002,0.355292079
23,-68.42083378,55.24898287,6,210.8,0.30299057,146.9295878,9875.3424,3325.952,1932.7616,819.9792,542.7604,920.895,757.886,13.85605227,12.93376117,11.17302362,8.573839615,5.499171288,3.037905019,1.38802015,0.549516682,0.350936368,0.277904464,0.236898291,0.227917849,0.241546376,0.24953359,0.246743075,0.233174832,0.211196903,0.187913417,0.164616033,0.141304751,0.11874439,0.099229406,0.083176972,0.070587089,0.061459757,0.055794975,0.053592744,0.054853064,0.059575934,0.067761355,0.078398928,0.088457455,0.097385811,0.105183996,0.111852009,0.11738985,0.121797519,0.125075017,0.127222343,0.128205592
24,119.8541655,67.38231616,6,277.7,0.421775017,160.5730778,9090.2412,3389.098,3660.24,2993.36,1514.632,6338.535,1690.5,22.99227921,21.69335037,19.21357711,15.55295945,11.1606058,7.383841394,4.467634471,2.411985026,1.107567886,0.234164855,0.204164855,0.194164855,0.184164855,0.174164855,0.149289495,0.429516762,0.71430721,0.913922465,1.012046459,1.008679193,0.92770892,0.840800407,0.760983611,0.688258532,0.622625171,0.564083527,0.5126336,0.46827539,0.431008897,0.400834122,0.376714315,0.35553923,0.336743368,0.320326729,0.306289314,0.294631121,0.285352151,0.278452405,0.273931881,0.271861957
25,64.87916569,65.57398283,6,143.8,0.24749155,108.2107151,2787.7308,1986.2388,1267.776,1058.61,829.808,1958.748,1526.625,7.975154185,7.357052391,6.177039876,4.43511664,2.398636892,0.869663256,0.066099877,0,0.055001109,0.264366011,0.374953362,0.364058574,0.264257206,0.173275932,0.108883239,0.071079128,0.05547214,0.048887907,0.048931088,0.055601683,0.067079101,0.077901568,0.087076034,0.0946025,0.100480964,0.104711427,0.10729389,0.108228352,0.107514812,0.105153272,0.101590875,0.098169056,0.09513171,0.092478839,0.090210442,0.088326519,0.08682707,0.085712095,0.084981594,0.084647101
26,101.2541655,49.04064956,4,203.2,0.514463463,98.66102432,13127.298,10646.664,9483.804,8174.5248,7513.506,16290.432,15795.813,17.55656472,16.25490404,13.76991547,10.101599,5.824379192,2.661529665,0.926372899,0.618908896,1.347568058,1.937641601,2.175546109,2.061281582,1.684002331,1.311171289,0.991418079,0.724742703,0.520690959,0.40790025,0.391577375,0.471722334,0.622099595,0.764002565,0.883120954,0.979454761,1.053003987,1.103768632,1.131748695,1.136944177,1.119355078,1.078981397,1.022175098,0.967992073,0.919897027,0.877889963,0.841970878,0.812139774,0.788396651,0.770741507,0.759174345,0.753877802
27,-50.80416718,0.282316424,1,864,0.312948532,593.6124684,3487.198,1145.2584,900.144,636.064,584.205,1221.8,1070.1,14.51601592,14.53327969,14.5662378,14.61489026,14.55020952,13.98511301,12.84922208,11.14253672,9.034434423,7.033047616,5.230764022,3.627583639,2.301128019,1.484261814,1.219324053,1.506314735,2.172432725,2.699274615,2.992585241,3.052364604,2.934184612,2.804760995,2.694405706,2.603118743,2.530900107,2.477749797,2.443667814,2.428654158,2.432708829,2.455831826,2.492941859,2.528795056,2.560619804,2.588416103,2.612183953,2.631923353,2.647634305,2.659316807,2.666970861,2.670475611
28,41.44583245,32.51564963,8,19.2,0.44639389,10.62923731,1718.366,1235.356,916.268,716.5584,570.384,1066.4,911.04,1.250631313,1.181411761,1.049265346,0.854192065,0.624137467,0.442938191,0.325837264,0.272834684,0.265728572,0.249913282,0.215460518,0.162370277,0.100158302,0.057371811,0.039201209,0.045646496,0.069672837,0.090175733,0.103318001,0.109099642,0.108957891,0.107204456,0.104623285,0.101214376,0.096977731,0.091913348,0.086021229,0.079301373,0.07175378,0.063378449,0.054558131,0.04644107,0.039236038,0.032943036,0.027562063,0.023093119,0.019536205,0.01689132,0.015158464,0.014364998
29,11.1291659,-1.417683569,1,1121.4,0.26296032,826.5162972,4184.064,1903.6272,1289.47,957.996,798.33,1735.65,1355.292,44.4725158,42.12707377,37.6494117,31.0395296,23.10498442,16.26844704,10.97040307,7.210852508,4.825346098,3.32053607,2.606722828,2.683906373,3.306681399,3.738831992,3.846500711,3.629687558,3.193808364,2.855110623,2.671093878,2.641758131,2.724901373,2.793917576,2.825787464,2.820511036,2.778088293,2.698519234,2.581803859,2.427942169,2.236934163,2.008779842,1.757406287,1.524594742,1.317941798,1.137447454,0.983111711,0.854934568,0.752916026,0.677056085,0.627354744,0.604596761
30,-63.0708338,49.65731623,6,677,0.326701584,455.8230276,8561.952,2154.688,1153.2752,601.472,558.888,978.096,805.315,16.80576774,16.27715918,15.26799739,13.77828236,11.92121992,10.03642758,8.185653973,6.368899091,4.649763651,3.219049795,2.111448819,1.326960724,0.835597661,0.547396088,0.445998995,0.531406384,0.745116996,0.91162706,0.999026798,1.007316212,0.954953866,0.897315459,0.844469299,0.796415387,0.753153723,0.714684306,0.681007136,0.652122214,0.62802954,0.608729113,0.593496362,0.580157572,0.568317523,0.557976214,0.549133646,0.541789818,0.53594473,0.531598383,0.528750776,0.527446872
31,84.17083228,41.26564959,8,104.5,0.482810631,54.04628906,1728.72,1261.6752,1061.404,757.344,829.4688,2099.4195,1831.22,1.4882094,1.621315003,1.8754257,2.25054149,2.668335711,2.893828372,2.884295837,2.639738108,2.232318914,1.878529443,1.61773173,1.449925775,1.343474841,1.20346872,1.012651008,0.771021707,0.51863881,0.375676303,0.363984002,0.483561905,0.69693565,0.891682143,1.047360822,1.163971688,1.241514739,1.279989977,1.279397401,1.239737012,1.161008808,1.043212791,0.898308934,0.76217716,0.64134109,0.535800726,0.445556067,0.370607112,0.310953863,0.266596318,0.237534479,0.224227216
32,-101.6958336,53.07398288,6,520.9,0.444030075,289.6047339,30865.8816,32325.156,31999.2904,29850.624,29982.9,64509.564,58088.2995,38.52362138,36.58237276,32.87635266,27.40556108,20.84206017,15.20203639,10.85206908,7.792158243,5.803054721,4.22701102,2.944436689,1.955331727,1.259828212,0.858322378,0.750886266,0.937519877,1.318129245,1.592432472,1.705832849,1.658330377,1.488936596,1.314686127,1.156857993,1.015452193,0.890468728,0.781907598,0.689768802,0.614052341,0.554758214,0.511886422,0.482442069,0.457440464,0.435248028,0.415864761,0.399290664,0.385525735,0.374569976,0.366423386,0.361085964,0.358641987
33,-96.93750033,31.34898297,9,505.4,0.393598289,306.4754247,4498.683,2118.7584,1781.5824,1161.5212,1039.8024,1297.296,1302,24.84424019,23.95001782,22.24286604,19.72278484,16.58410048,13.40979178,10.30585488,7.272289789,4.507978476,2.609566888,1.685536102,1.735886121,2.473217548,3.035332202,3.265466775,3.163621269,2.807345285,2.429287633,2.071748096,1.734726675,1.424472947,1.159735648,0.94392364,0.777036923,0.659075496,0.590039359,0.569928513,0.598742958,0.676482693,0.803147718,0.964219119,1.116140149,1.250991401,1.368772874,1.469484568,1.553126484,1.619698621,1.669200979,1.701633558,1.716484266
34,89.57916559,58.94064952,6,431.9,0.218320007,337.607589,9265.828,1989.7416,963.68,843.2832,675.648,1756.512,895.7075,19.07745922,17.80072851,15.36333352,11.76527425,7.513250808,4.127363504,1.883994218,0.78314295,0.58409721,0.56471953,0.593712188,0.671075184,0.772178555,0.82313241,0.810502223,0.734287995,0.616272388,0.521803392,0.462762459,0.439149589,0.442115179,0.445110418,0.443308251,0.436708678,0.425311698,0.409117311,0.388125517,0.362336317,0.33174971,0.296365697,0.258113143,0.222778648,0.191414322,0.164020163,0.140596172,0.121142349,0.105658694,0.094145207,0.086601888,0.083147842
35,80.36249896,44.29898292,4,215.3,0.573713684,91.77944383,4749.4064,3172.26,2455.024,2002.4928,1581.486,3651.345,2051.1,5.275261175,5.558968019,6.100590178,6.900127649,7.758539565,8.078703316,7.752051155,6.778583083,5.345953758,4.017127161,2.894460378,1.97795341,1.279709497,0.836038357,0.653541758,0.732219699,0.995210618,1.211929824,1.340452829,1.380779632,1.3517963,1.310161029,1.26617531,1.219839143,1.171152527,1.120115463,1.066727951,1.010989991,0.952901583,0.892462726,0.831566713,0.775893422,0.726475556,0.683313117,0.646406103,0.615754516,0.591358354,0.573217619,0.561332309,0.555890089
36,-88.78750036,42.30731626,9,432.8,0.457822762,234.6543086,9184.266,5113.2774,2735.487,1702.272,1158.456,2192.832,2016.3,36.2496747,34.05475197,29.86444494,23.67875361,16.36358281,10.516647,6.610257906,4.644415523,4.15025642,3.721190292,3.101473447,2.291105885,1.404932949,0.787490662,0.50142194,0.546726781,0.832585198,1.086537225,1.259044688,1.350107586,1.374202165,1.374757159,1.359668701,1.328936792,1.282561431,1.220542619,1.142880356,1.049574642,0.940625476,0.816032858,0.682289127,0.558871293,0.449320631,0.353637142,0.271820825,0.20387168,0.149789708,0.109574908,0.083227281,0.071162841
37,-107.629167,52.89064955,9,432.5,0.616335678,165.9348193,6222.346,3438.624,2152.7856,1560.6756,1104.7518,1803.36,1252.703,45.9489664,43.40914161,38.56038521,31.40269718,22.82745343,15.50878164,9.932886834,6.099769024,3.785607949,2.31894284,1.577689921,1.561849193,2.054023908,2.402023827,2.487268906,2.309759145,1.955625991,1.683263781,1.539653306,1.524794563,1.604068033,1.673615149,1.714552537,1.726880195,1.710598124,1.665706325,1.592204796,1.490093539,1.359372553,1.200041837,1.022467282,0.857746552,0.71153377,0.583828934,0.474632046,0.383943105,0.311762112,0.258089065,0.222923965,0.206822051
38,80.14583229,29.30731631,1,870.4,0.286316414,621.1901933,5952.0384,3127.734,1935.864,1320.462,972.7776,2083.725,1778.931,14.32823156,14.28623068,14.20604717,14.08768105,13.83169328,13.13976682,11.9576622,10.28537941,8.277491536,6.397717766,4.730370686,3.275450295,2.082775101,1.301800627,0.959700603,1.056475031,1.466650001,1.813803785,2.029496069,2.113726854,2.095167732,2.059833478,2.023363144,1.985756729,1.947014233,1.907135656,1.866120998,1.82397026,1.78068344,1.73626054,1.691951295,1.651504913,1.615603069,1.584245762,1.557432992,1.535164759,1.517441063,1.504261905,1.495627284,1.491673537
39,-64.90416713,-5.367683553,1,958.4,0.313828735,657.6265404,2710.26,1388.5224,920.4664,747.9378,632.529,1405.32,1304.424,50,49.87212798,45.2525177,36.28408192,25.58854886,16.66375812,10.14568052,6.034316058,3.930493173,2.63669717,1.935198105,1.825995978,2.134825243,2.338889265,2.343134112,2.147559783,1.807500407,1.48895837,1.222115925,1.006973071,0.838929503,0.704184307,0.600228225,0.527061258,0.484683405,0.473094667,0.492295042,0.542284532,0.623063137,0.734630856,0.867149969,0.99110732,1.101136878,1.197238644,1.279412618,1.347658799,1.401977189,1.442367786,1.468830591,1.480947771
40,-47.62083386,-6.009350217,2,608.7,0.346511002,397.7787531,2361.744,1206.777,750.6,608.79,639.0384,1305.848,940.94,24.4712366,23.66612473,22.12909297,19.86014134,17.00590592,14.00629501,10.94129193,7.810896683,4.854769752,2.791892601,1.75298913,1.73805934,2.459700272,3.055703053,3.369302433,3.400498411,3.201716251,2.930231742,2.614640482,2.25494247,1.875289332,1.548135945,1.286655921,1.090849262,0.960715967,0.896256036,0.897469469,0.964356266,1.096916427,1.295149952,1.538947232,1.767979434,1.971277681,2.148841972,2.300672309,2.42676869,2.527131115,2.601759586,2.650654101,2.673042642
41,169.5874986,-43.97601673,5,207.3,0.334866562,137.8821617,9168.6,4070.56,2619.6478,2434.6752,1997.0172,3934.773,2222.412,10.98294469,10.36299556,9.179456308,7.432326941,5.362062325,3.690027068,2.547378374,1.934116241,1.721430934,1.522893247,1.268243325,0.957481167,0.631626422,0.41373803,0.326190347,0.368983371,0.505045772,0.623163555,0.703115995,0.74490309,0.755272547,0.754467477,0.746168449,0.73037546,0.707088512,0.676307605,0.638032738,0.592263911,0.539001125,0.47824438,0.413127374,0.353051209,0.299725175,0.253149271,0.213323499,0.180247857,0.153922347,0.134346967,0.121521718,0.115649104
42,-2.354167377,6.190649734,9,391.5,0.330551147,262.0892259,2936.0744,1506.5616,1106.0976,875.0856,828.162,1559.3715,1235.52,8.983008617,8.799891311,8.450303727,7.934245865,7.255364568,6.424600367,5.443942449,4.313390815,3.132388211,2.199262879,1.568256318,1.239368528,1.135188093,1.023480768,0.862022146,0.650812226,0.4216595,0.269989444,0.213152145,0.251147601,0.359340558,0.463825247,0.551164255,0.621357583,0.67440523,0.710307196,0.729063482,0.730674088,0.715139012,0.682458257,0.637462331,0.594642768,0.556634392,0.523437203,0.495051201,0.471476386,0.452712757,0.438760315,0.42961906,0.425433328
43,145.5791654,-36.1593501,9,576,0.523088455,274.7010499,1528.6944,1052.436,844.7312,717.952,569.1792,1162.88,1102.206,41.53462137,39.68073668,36.14150225,30.91691811,24.66092157,19.33532463,15.29682039,12.54540884,10.77109384,9.043886928,7.194699299,5.223530955,3.305919719,1.968479064,1.306956895,1.321353211,1.834371966,2.314125021,2.663905439,2.883713222,2.992559456,3.047477403,3.058836747,3.026637487,2.950879623,2.831563156,2.668688086,2.462254412,2.212262134,1.918711253,1.598505241,1.302354515,1.039479152,0.809879151,0.613554512,0.450505236,0.320731323,0.224232772,0.161009583,0.132060018
44,-111.4208336,40.9156496,3,186.6,0.569397392,80.35044665,7655.5892,4508.928,2738.3616,1810.2528,1226.2608,2193.51,1580.652,15.00121359,13.9363835,11.90352607,8.902641283,5.41356708,2.875817259,1.551121601,1.439480107,2.191083446,2.756503634,2.944935582,2.75637929,2.284177506,1.808358478,1.379836432,0.998611368,0.684226358,0.495310618,0.442524004,0.525866518,0.70888659,0.882229514,1.026012617,1.140235898,1.224899357,1.280002995,1.305546812,1.301530807,1.26795498,1.204819332,1.120601291,1.040733147,0.969838952,0.907918706,0.854972408,0.811000059,0.776001659,0.749977207,0.732926705,0.725119369
45,-109.029167,50.07398289,9,329.3,0.636729469,119.6249859,4612.2648,2761.119,1642.88,1107.9172,778.2804,1424.9925,1004.643,33.75266789,31.99201458,28.63076735,23.66892621,17.70152913,12.51369003,8.429975101,5.450384331,3.470699967,2.178268748,1.516244627,1.484627604,1.893592369,2.173662993,2.221298399,2.036498586,1.701010193,1.460073139,1.358276499,1.395620274,1.532973856,1.652945422,1.734191004,1.776710603,1.78050422,1.745571852,1.671913502,1.559529168,1.408418851,1.21858255,1.003483156,0.803509336,0.626004484,0.470968601,0.338401687,0.228303741,0.140674763,0.075514755,0.032823714,0.013275712
46,77.18749897,13.10731637,9,451,0.429172516,257.4431953,4217.8136,1984.528,1506.2502,1156.4784,1004.3196,2250.504,1643.652,24.20892396,23.24241032,21.39724793,18.67343677,15.324652,12.11191906,9.173606221,6.509713478,4.230928619,2.669315012,1.885247813,1.878727023,2.414437794,2.786435584,2.866366838,2.654231558,2.250014868,1.953672144,1.819740727,1.848220618,1.994666527,2.125742596,2.217205938,2.269056555,2.281294447,2.253919613,2.186932053,2.080331768,1.934118757,1.74829302,1.536441856,1.339327157,1.164360178,1.011540917,0.880869375,0.772345552,0.685969448,0.621741064,0.579660398,0.560391882
47,-58.77916715,-4.559350223,1,821.2,0.329659004,550.4840259,3239.0144,1810.2104,1226.7164,966.78,844.284,1832.154,1444.1925,46.95588152,44.34697178,39.36632592,32.01394393,23.2077946,15.70178426,9.996623157,6.092311293,3.757116624,2.295843018,1.582091178,1.615861104,2.173995855,2.587024606,2.733225389,2.612598205,2.288767988,1.952609548,1.638827395,1.347421529,1.082743891,0.857850304,0.675114555,0.534536644,0.43611657,0.379854334,0.365749935,0.393803374,0.464014651,0.576383765,0.718329147,0.852106086,0.970851909,1.074566615,1.163250204,1.236902676,1.295524032,1.339114271,1.367673393,1.380750464
48,111.4291655,73.74064946,7,90.8,0.490770988,46.23799429,4102.6986,1545.41,2777.936,4813.536,2860.6752,8681.596,1495.207,10.03681879,9.256779573,7.767613796,5.569321459,3.00039584,1.076316777,0.077587926,0,0.083997521,0.363046857,0.49949511,0.471675498,0.326274147,0.203349438,0.128366529,0.101325422,0.109986804,0.117632742,0.117587249,0.109850323,0.096569345,0.08418645,0.073872937,0.065628805,0.059454054,0.055348685,0.053312697,0.053346091,0.055448866,0.059621023,0.065274536,0.07064533,0.075412664,0.079576538,0.083136952,0.086093906,0.0884474,0.090197434,0.091344008,0.091869018
49,116.0958321,26.84064965,1,744.4,0.299909763,521.1471724,2614.5664,985.6652,598.968,638.7984,528.384,917.568,689.7345,30.20006271,28.04423217,23.92855568,17.85303325,10.79774175,5.702911845,3.103130913,2.998398958,4.64952438,5.838932383,6.163427547,5.623009873,4.486843692,3.562421996,2.996561692,2.789262781,2.833670673,2.809221606,2.657631257,2.378899626,2.01582181,1.696783095,1.445126261,1.260851307,1.143958234,1.094447041,1.112317729,1.197570298,1.350204746,1.570221076,1.836620752,2.086408171,2.308129589,2.501785004,2.667374417,2.804897828,2.914355236,2.995746642,3.049072047,3.073489469
50,33.37083248,63.68231617,6,302.9,0.255571461,225.4874045,17977.26,26020.8168,18421.564,16144.1508,19187.7504,34001.64,42414.645,13.10207448,12.30090563,10.77140146,8.513561964,5.849942546,3.748209383,2.384301779,1.758219736,1.685098482,1.610343706,1.43312008,1.153427604,0.820499721,0.582036767,0.464893347,0.469069461,0.5598991,0.633384229,0.670616118,0.671594765,0.644148444,0.611761978,0.578705334,0.544978513,0.510581513,0.475514336,0.439776981,0.403369448,0.366291737,0.328543848,0.291116944,0.256984511,0.226687182,0.200224959,0.17759784,0.158805826,0.143848917,0.132727113,0.125440414,0.122103873
51,-49.87916719,-23.50101681,1,1392.5,0.346338844,910.2231597,7639.268,3683.1048,1974.0556,1389.2736,1014.768,1634.64,1258.18,50,50,50,49.83462724,39.9044817,27.26200687,18.44491753,13.45321367,11.40395296,9.648308378,7.704675016,5.573052873,3.469689463,2.043327328,1.411919657,1.575466449,2.312694277,2.959782853,3.396037579,3.621458456,3.675112935,3.674203373,3.64003929,3.572620686,3.47194756,3.338019913,3.170837744,2.970401055,2.736709843,2.469764111,2.183411097,1.919192524,1.684661431,1.479817817,1.304661684,1.159193032,1.043411859,0.957318166,0.900911954,0.875083846
52,-69.89583377,8.065649727,1,794,0.388108559,485.8418042,3614.112,1796.9952,1395.944,1107.568,1099.9128,1868.0875,1768.416,41.45787561,39.56211737,35.94294253,30.60035112,24.21538955,18.83119717,14.81925384,12.17955958,10.56778306,8.950930343,7.141184357,5.138545099,3.166107984,1.893159254,1.441387316,1.810792172,2.745266364,3.476487527,3.864760685,3.910085838,3.690184819,3.43822313,3.196594498,2.965298923,2.744336405,2.533706944,2.333410541,2.143447195,1.963816906,1.794519674,1.636802171,1.494404413,1.368006404,1.257608142,1.163209628,1.084810863,1.022411846,0.976012576,0.945613055,0.931693274
53,99.76249888,18.00731635,1,734.3,0.359146385,470.5788095,3033.9162,1415.484,1003.352,806.4,739.619,1482.5045,1193.64,40.11216527,38.08619234,34.21842582,28.50886574,21.62686407,15.58047679,10.73480499,7.089848671,4.564402965,2.914853276,2.096906041,2.110561259,2.707039453,3.14000219,3.273751571,3.108287597,2.73621077,2.435322595,2.256132437,2.198640294,2.230318297,2.253582827,2.25069141,2.221644046,2.166440734,2.085081474,1.977566268,1.843895113,1.684068012,1.498084963,1.296309789,1.109833962,0.944310474,0.799739327,0.67612052,0.573454053,0.491739926,0.43097814,0.391168694,0.372940158
